"ID","pop","unemp","wealth","ym","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Winter 2010","Spring 2010","Summer 2010","Fall 2010","Winter 2011","Spring 2011","Summer 2011","Fall 2011","Winter 2012","Spring 2012","Summer 2012","Fall 2012","Winter 2013","Spring 2013","Summer 2013","Fall 2013","Winter 2014","Spring 2014","Summer 2014","Fall 2014","Winter 2015","Spring 2015","Summer 2015","Fall 2015","Total Winter","Total Spring","Total Summer","Total Fall","Total Crime"
538,767,0.0912220309810671,-0.550033214949713,37,0,0,0,0,2,0,3,1,1,1,0,0,2,0,0,2,2,1,1,1,2,1,3,2,1,0,1,0,1,2,4,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,0,3,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,2,0,0,2,0,2,4,2,2,4,3,6,3,2,7,1,0,1,2,3,3,1,1,3,2,1,1,2,10,11,18,17,56
539,1881,0.107626514611547,2.12025381237984,105,4,3,1,2,3,4,3,6,0,1,2,5,2,1,1,2,5,6,5,3,9,8,4,5,2,1,0,3,2,3,2,3,3,1,1,1,0,3,0,4,1,5,5,4,3,1,3,2,0,0,2,0,1,0,2,5,3,0,1,2,0,1,2,2,1,1,1,2,1,4,0,2,7,6,13,3,8,8,14,21,8,5,8,5,4,5,14,7,2,3,7,4,3,5,4,5,32,32,60,45,169
540,1068,0.080168776371308,-0.406469396276081,17,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,3,0,0,2,1,1,3,1,1,1,0,1,0,1,1,1,1,3,1,6,7,7,6,26
541,901,0.110966057441253,-0.0810580739491822,42,6,1,4,3,2,3,5,5,1,3,1,0,1,0,2,2,1,2,3,4,2,1,1,1,2,0,2,0,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,0,0,0,2,1,2,0,1,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,7,9,13,5,1,5,9,4,3,3,2,3,4,4,4,3,2,3,3,3,4,0,1,0,21,24,32,18,95
542,1670,0.127083333333333,1.54599853768531,29,2,0,4,1,3,3,0,7,2,4,2,1,3,0,1,1,4,3,8,9,5,3,6,2,1,2,1,2,3,2,2,6,3,1,4,2,0,0,3,5,1,2,2,3,4,0,3,1,1,3,2,1,1,1,1,0,1,5,2,3,2,0,3,2,1,0,4,1,0,3,0,3,2,8,10,8,4,6,20,14,5,6,10,8,2,9,7,7,5,4,2,8,5,6,5,3,23,39,54,48,164
543,1329,0.256626506024096,-0.530891372459895,70,1,1,0,1,0,1,1,0,0,3,2,2,0,1,1,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,2,1,2,5,3,2,5,1,0,0,2,1,1,0,0,1,2,1,1,1,2,0,3,0,10,4,13,9,36
544,2658,0.186609686609687,3.97701253389215,80,1,2,0,1,1,5,1,2,3,6,3,3,3,0,3,2,5,2,4,5,5,1,1,1,1,2,1,2,2,3,3,2,1,0,3,4,2,0,1,0,0,1,1,0,2,2,0,1,1,0,2,4,1,2,3,2,2,3,1,2,2,1,2,1,1,1,3,3,2,1,1,2,3,2,8,12,6,10,11,7,4,5,8,4,6,1,2,4,2,7,7,6,5,4,7,4,26,29,43,37,135
545,1230,0.194379391100703,0.713328389378248,51,0,1,0,3,0,0,0,3,2,3,5,0,1,2,1,1,3,1,0,2,1,3,1,1,2,0,1,0,1,2,2,1,1,1,2,1,1,1,0,0,2,0,2,1,1,2,1,3,0,1,0,0,1,0,3,0,2,0,0,1,0,0,0,0,0,1,2,1,0,0,2,1,1,3,3,10,3,5,3,5,3,2,5,4,3,2,3,4,4,1,3,2,1,0,4,2,15,13,21,27,76
546,1319,0.0948979591836735,0.483626279500437,80,2,0,6,0,1,1,3,6,1,0,2,2,2,1,1,1,2,0,1,2,2,2,2,0,2,1,2,1,2,2,0,3,2,1,2,1,0,0,0,2,2,1,1,4,2,2,1,0,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,1,2,0,0,0,1,0,1,3,2,7,10,3,5,4,3,6,3,5,5,5,1,4,6,5,0,1,3,3,0,3,0,2,11,24,27,24,86
547,1148,0.179839633447881,0.244353248377717,54,1,3,1,1,6,2,3,1,3,0,2,2,2,1,2,3,4,6,2,1,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,1,0,5,2,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,4,8,6,5,5,9,9,3,1,0,2,1,0,4,6,6,1,0,1,1,1,2,0,3,12,23,24,19,78
548,698,0.237037037037037,-0.856302694786794,27,1,0,4,1,1,3,1,3,3,1,0,3,1,0,3,5,1,3,3,2,3,5,3,5,3,1,1,2,5,4,5,3,4,2,1,1,0,1,2,1,2,4,2,0,3,1,0,0,0,1,0,2,1,0,1,2,1,0,0,0,1,0,0,1,2,1,1,1,0,1,3,0,1,6,7,4,4,9,8,11,9,8,12,7,2,5,6,4,1,3,3,1,1,3,3,4,18,34,39,31,122
549,246,0.042654028436019,-1.90910403172676,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,1,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,0,2,1,3,1,4,0,3,0,0,0,1,2,1,2,3,0,2,0,3,0,1,5,14,3,10,32
550,868,0.132100396301189,0.0912185084591761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,3,2,2,2,9
551,957,0.0646108663729809,-0.980724670970609,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,1,0,1,0,2,1,1,1,0,1,1,3,0,1,1,0,0,1,2,0,1,2,1,0,3,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,2,2,1,0,0,2,1,2,2,0,1,2,0,0,0,0,9,2,1,4,2,4,2,3,3,4,1,0,1,3,2,5,2,5,7,14,17,18,56
552,587,0.0641711229946524,-0.741451639847889,0,0,0,2,0,0,0,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,2,4,3,0,3,1,1,1,0,0,1,0,0,1,0,0,1,1,2,3,2,1,1,0,8,1,0,1,1,0,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,3,0,0,2,3,2,0,2,3,2,9,4,2,1,1,2,7,2,9,2,4,2,0,1,1,4,19,13,20,13,65
