"ID","pop","unemp","wealth","ym","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Winter 2010","Spring 2010","Summer 2010","Fall 2010","Winter 2011","Spring 2011","Summer 2011","Fall 2011","Winter 2012","Spring 2012","Summer 2012","Fall 2012","Winter 2013","Spring 2013","Summer 2013","Fall 2013","Winter 2014","Spring 2014","Summer 2014","Fall 2014","Winter 2015","Spring 2015","Summer 2015","Fall 2015","Total Winter","Total Spring","Total Summer","Total Fall","Total Crime"
60,808,0.0715307582260372,-0.215050971377905,33,1,1,0,0,2,0,1,1,0,0,0,1,1,1,2,1,2,3,4,1,0,4,10,1,3,0,0,0,0,1,3,0,0,2,2,0,0,0,4,1,2,1,6,4,5,2,1,2,0,0,3,0,3,2,0,0,3,3,0,2,1,0,1,0,0,1,1,2,0,2,3,0,2,2,2,0,3,5,8,14,4,0,4,4,0,7,11,8,2,6,2,6,3,1,4,5,14,21,31,37,103
61,1548,0.123232323232323,0.531480885724981,75,3,0,3,3,0,1,4,2,1,1,1,2,1,3,6,1,3,2,3,4,2,6,9,6,3,0,3,6,6,2,3,1,4,2,2,1,0,1,2,3,4,1,3,0,5,6,3,1,3,1,0,0,3,2,1,2,3,2,0,3,3,0,2,1,1,0,5,2,0,1,1,2,3,6,7,3,6,10,9,17,9,15,6,8,2,9,4,14,5,3,5,5,6,4,7,2,31,47,38,49,165
62,1743,0.079221681723419,0.100789429704085,0,2,0,1,1,2,2,0,2,2,0,1,0,0,1,3,6,3,2,4,3,1,2,3,3,0,0,0,1,1,1,0,2,1,3,2,1,1,5,0,4,0,1,4,1,3,0,0,2,1,1,0,1,1,1,2,1,0,0,1,1,1,0,0,1,2,0,1,0,0,2,0,1,2,4,4,3,1,12,9,6,3,2,3,6,7,4,6,3,4,2,4,1,2,3,1,2,19,27,27,21,94
63,566,0,-1.30613599329751,0,1,0,0,1,1,1,0,2,0,2,1,2,0,0,0,2,0,3,3,0,2,1,0,6,3,5,4,0,4,3,2,0,5,1,2,8,1,3,0,2,5,3,6,2,2,0,2,3,0,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,3,0,1,1,2,3,3,2,2,6,3,14,8,5,8,12,7,11,4,3,2,0,3,2,1,1,3,34,22,26,24,106
64,857,0.0682730923694779,-0.80844808856225,33,2,0,0,0,0,1,0,1,0,0,1,2,1,2,1,0,1,1,1,2,0,2,2,1,1,0,0,2,0,2,0,1,0,3,1,2,1,2,1,0,1,0,5,5,3,5,3,2,1,0,1,0,2,1,0,0,0,2,1,0,3,0,1,0,0,0,1,0,2,4,0,1,2,0,2,1,5,2,4,4,2,2,3,4,5,2,10,11,3,3,1,3,3,1,1,6,20,10,21,29,80
65,351,0.0777777777777778,-1.37313244201187,0,0,1,0,2,2,0,0,0,0,3,0,0,0,1,1,2,0,1,2,3,1,0,3,0,0,1,0,1,3,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,2,1,0,0,2,1,0,0,1,1,0,0,0,0,1,1,1,0,1,4,0,3,1,3,6,4,1,4,1,1,2,0,2,2,0,2,3,2,1,2,0,3,6,15,12,15,48
66,773,0.0268336314847943,-0.73188071860298,0,0,1,1,0,0,0,0,0,1,2,2,3,2,1,2,1,3,2,3,0,0,1,1,1,1,0,2,0,3,0,2,2,1,3,1,3,0,1,3,1,3,2,1,1,1,1,0,0,2,2,0,1,1,5,0,1,0,3,1,0,0,0,1,1,1,1,0,0,2,0,1,0,1,1,0,5,6,6,5,2,2,5,4,5,4,7,4,2,4,2,6,4,0,3,1,3,17,24,20,21,82
67,868,0.0516499282639885,-0.435182160010808,0,1,0,3,2,4,1,6,6,1,7,3,8,5,3,0,0,3,13,5,2,2,3,2,0,0,0,0,0,2,2,0,3,3,6,4,4,3,1,1,3,2,2,4,3,1,4,0,1,1,0,2,2,1,0,3,3,0,2,1,3,0,1,0,0,3,1,3,0,1,0,0,3,1,9,13,11,16,3,20,7,0,2,5,13,8,6,9,5,2,5,6,3,4,3,4,1,31,28,57,40,156
68,836,0.0789473684210526,-0.65531334864371,57,1,1,2,1,1,4,6,5,7,8,6,10,7,5,5,6,3,7,3,2,6,10,7,3,2,0,3,3,5,3,1,4,6,9,7,0,2,0,2,7,11,5,3,5,0,0,0,2,0,1,0,2,0,5,1,1,5,4,1,1,3,1,2,2,2,3,1,4,2,2,2,0,2,4,15,21,22,14,12,23,5,11,8,22,2,20,13,0,3,2,7,10,5,6,8,6,39,57,63,82,241
69,1770,0.0714801444043321,1.14401984539914,121,3,1,3,4,3,1,8,4,5,6,3,1,4,6,2,7,7,7,2,2,8,7,1,4,1,2,6,4,2,3,4,2,1,0,6,3,2,0,2,2,1,2,3,5,2,3,2,6,2,1,0,0,2,2,1,0,0,1,2,1,1,1,0,1,2,2,1,1,3,0,3,1,4,10,13,14,11,16,11,16,7,12,9,7,5,5,10,7,9,2,3,3,3,3,4,6,39,48,50,53,190
70,1112,0.121107266435986,0.742041153112974,52,1,1,1,0,2,4,7,3,5,4,2,0,0,0,3,0,4,4,1,1,3,4,3,4,0,0,2,1,1,0,0,2,1,1,1,1,3,2,3,1,7,3,3,4,3,1,3,2,4,0,0,0,0,1,3,2,0,1,1,3,3,1,0,0,0,1,1,2,0,1,1,1,2,3,14,11,0,7,6,10,4,4,2,3,6,11,10,7,6,0,6,2,7,0,4,2,25,25,42,35,127
71,618,0.196153846153846,-0.961582828480791,14,2,0,3,1,3,2,1,2,2,2,5,2,3,1,2,1,4,4,8,2,0,1,2,1,0,1,1,0,1,1,0,1,2,2,1,0,2,1,2,2,0,2,0,2,1,1,2,2,1,1,2,0,0,2,2,2,3,1,2,1,4,0,0,2,0,1,1,2,1,0,1,0,2,7,5,9,6,7,14,3,2,2,2,5,3,4,4,4,4,2,6,6,5,2,4,2,22,24,35,29,110
72,500,0.0458715596330275,-1.35399059952205,15,2,0,0,0,1,3,0,4,2,1,3,2,1,0,1,5,0,4,2,2,0,1,0,0,0,1,2,1,3,2,3,0,1,1,1,2,1,1,0,0,1,2,1,3,1,0,0,0,0,0,0,0,1,0,2,2,4,1,0,0,1,2,0,0,0,2,0,0,2,3,1,2,2,1,7,6,3,6,8,1,1,6,5,3,4,1,6,1,0,1,4,5,3,0,2,6,13,15,32,22,82
73,1103,0.115873015873016,-0.349043868806628,127,1,2,0,0,1,1,1,1,2,2,0,1,1,0,0,0,2,0,1,2,0,2,3,0,0,1,1,0,0,0,2,1,0,0,1,0,2,0,1,1,1,4,0,3,1,1,1,1,0,2,1,0,0,1,0,2,1,4,2,2,1,0,0,0,3,2,4,0,0,1,0,1,3,1,3,4,2,2,3,5,1,1,3,1,2,3,7,3,3,1,3,7,3,3,6,1,14,11,25,21,71
74,721,0.167224080267559,-0.9711537497257,99,0,0,0,0,0,3,1,0,2,1,0,1,1,0,0,0,1,3,2,3,0,2,0,1,0,0,1,1,1,4,1,1,0,1,2,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,2,3,0,0,4,3,2,1,8,2,1,3,6,3,0,1,2,4,0,2,1,3,1,1,0,4,4,8,21,19,52
75,614,0.232608695652174,-0.9711537497257,57,2,1,1,1,1,8,6,13,8,2,0,0,2,0,0,1,1,1,4,5,1,2,4,5,1,1,5,4,5,2,1,0,1,0,0,0,3,2,0,1,0,0,0,0,2,0,2,2,1,0,0,1,1,0,2,1,0,1,2,1,0,1,1,0,0,2,2,3,1,0,0,1,3,3,27,10,2,2,10,7,7,14,3,1,5,1,0,4,3,2,3,3,2,1,7,1,22,23,50,26,121
76,658,0.282091917591125,-1.12428848964424,88,1,0,0,0,2,6,10,5,0,0,1,0,1,1,1,0,2,2,2,1,3,1,1,2,3,0,1,3,1,4,5,1,2,1,1,1,1,1,0,1,2,2,1,1,0,0,1,0,0,0,0,0,2,1,1,1,0,3,0,2,0,0,0,0,0,1,1,1,0,2,1,2,1,2,21,1,2,3,5,5,5,5,10,4,3,3,4,1,0,2,3,3,2,0,3,3,13,15,46,17,91
77,1305,0.0417777777777778,-0.090628995194091,0,1,2,2,2,2,1,1,0,3,1,7,0,1,2,2,1,4,1,0,3,1,3,8,2,1,2,3,3,3,3,1,3,3,1,3,2,6,2,2,3,4,1,1,1,2,1,0,2,0,2,1,0,1,1,1,0,1,3,1,0,1,2,0,0,2,2,0,2,1,1,1,1,3,6,2,11,3,7,4,12,5,9,7,7,10,9,3,3,4,2,2,5,3,2,4,3,28,35,22,41,126
78,938,0.101744186046512,-0.674455191133527,49,2,2,2,6,1,1,1,3,3,3,2,1,3,5,4,3,1,5,2,4,2,3,3,0,2,1,1,6,4,1,5,7,2,4,6,3,3,2,5,5,6,0,3,1,0,0,1,1,2,2,3,2,2,1,3,1,2,1,1,1,0,0,2,1,5,2,3,3,2,2,1,0,4,9,5,8,9,8,11,8,3,11,13,12,8,16,4,1,5,7,5,4,1,8,8,5,30,59,46,38,173
79,1263,0.226393629124005,0.292207854602261,159,2,2,3,0,2,4,1,0,3,3,4,5,4,3,4,2,1,1,4,4,4,3,1,6,1,1,3,2,3,2,1,4,1,3,5,3,3,1,3,9,4,4,1,1,0,1,3,0,0,0,0,2,3,2,1,0,0,2,0,2,2,1,1,0,0,2,0,6,3,2,2,3,4,5,5,10,12,7,9,8,8,8,7,9,7,16,6,4,0,5,3,2,5,1,8,7,36,42,38,40,156
80,620,0.13107822410148,-1.02857927719515,0,3,0,1,3,2,1,3,4,0,1,0,3,2,2,0,2,5,2,1,3,0,3,0,2,1,1,2,0,2,1,3,1,1,2,2,0,2,0,0,1,7,6,3,0,1,2,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,2,3,6,8,1,7,7,6,3,4,4,5,5,2,8,9,3,3,2,0,1,2,0,1,3,21,27,29,16,93
81,980,0.170580964153276,0.560193649459707,87,0,3,1,2,0,2,1,6,1,4,0,5,4,0,1,3,2,3,1,1,3,2,3,3,2,3,0,1,4,4,1,4,0,0,5,2,1,0,0,2,1,3,1,1,3,1,4,2,0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,3,3,9,5,9,6,5,8,8,5,9,5,3,3,5,8,3,5,0,0,2,2,1,0,28,24,29,26,107
82,1323,0.129263913824057,-0.25333465635754,21,1,1,3,1,3,1,0,1,2,0,1,0,1,0,0,4,2,3,0,2,0,3,1,1,0,0,0,0,4,1,1,3,1,0,1,2,2,1,2,2,2,0,2,1,0,1,3,2,2,2,2,0,5,1,0,1,1,2,1,1,1,0,2,0,4,0,0,0,2,0,0,1,2,7,2,3,1,6,5,4,1,4,5,2,5,6,3,4,6,7,2,4,2,6,0,2,17,36,17,19,89
83,973,0.0959232613908873,-0.779735324827524,34,2,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,2,3,2,1,2,3,1,2,1,2,1,2,0,0,1,0,1,4,0,0,0,1,1,2,1,1,1,2,0,0,2,0,1,0,0,1,0,2,1,1,2,1,0,1,0,0,1,1,1,0,1,1,0,3,2,1,3,1,1,1,5,5,6,4,2,2,4,2,4,3,2,1,3,4,2,1,2,2,17,10,19,17,63
84,1082,0.074438202247191,0.320920618336987,28,0,2,1,1,5,1,3,3,0,1,1,1,2,0,2,4,1,5,0,2,3,1,1,3,3,0,1,2,5,2,1,2,2,0,2,0,0,0,1,4,2,1,1,3,0,2,1,1,3,2,0,2,1,0,0,1,0,0,1,1,1,3,0,0,1,1,2,0,1,0,0,0,2,7,7,2,3,7,7,5,6,8,5,4,0,7,5,3,6,3,1,1,5,1,3,1,22,33,28,16,99
85,956,0.0949935815147625,0.129502193438811,20,1,4,3,1,3,1,0,2,0,1,0,0,0,0,1,4,6,5,0,0,0,0,1,1,2,1,3,0,5,1,0,0,0,2,0,4,4,0,0,1,2,0,1,1,1,1,0,2,1,1,3,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,2,5,7,3,1,0,11,5,1,4,8,1,2,8,3,2,2,4,5,6,0,0,1,2,4,21,35,19,10,85
86,985,0.096401028277635,-0.33947294756172,81,2,1,3,5,3,2,1,2,0,4,2,1,3,2,1,2,0,5,1,1,5,3,3,0,1,1,1,5,3,2,2,1,7,1,6,3,5,2,4,3,3,2,0,3,1,0,3,1,3,1,1,0,0,2,0,0,1,0,0,1,3,0,0,1,4,1,0,0,1,0,0,0,3,11,5,6,6,3,7,11,2,9,5,14,10,10,5,4,5,1,2,1,4,5,1,1,30,39,25,37,131
87,501,0.153664302600473,-1.21042678084842,0,3,0,0,1,2,2,1,1,2,2,0,3,2,1,3,1,3,2,0,1,5,0,1,0,2,1,3,0,2,1,3,2,1,1,1,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,1,2,3,3,4,4,6,7,3,6,3,5,6,3,1,1,4,1,0,2,0,0,1,3,2,2,14,21,19,16,70
88,1388,0.168557536466775,1.08659431792969,50,4,3,3,2,6,6,3,6,3,0,6,4,4,1,1,7,8,7,5,4,4,3,2,0,2,2,1,4,4,6,5,7,5,1,3,1,4,1,1,3,3,2,3,2,1,2,2,4,1,0,0,0,1,3,0,3,1,3,0,2,5,0,2,2,3,2,4,5,1,1,5,0,7,11,15,9,9,16,16,9,4,9,18,9,6,7,7,5,5,1,6,4,7,7,11,7,38,51,73,43,205
89,1252,0.0825870646766169,1.45986024648113,36,3,1,2,2,3,4,1,14,3,0,4,1,1,1,1,0,3,0,0,4,3,3,2,5,2,0,2,1,0,2,2,2,4,1,3,3,2,2,1,2,1,1,1,1,2,3,0,0,3,0,2,4,0,1,3,1,1,3,0,2,2,1,1,2,3,1,0,0,1,5,2,1,4,7,19,7,3,4,4,8,7,3,6,8,7,4,3,5,3,6,5,4,5,6,1,8,29,30,38,40,137
90,181,0.0769230769230769,-2.03352600791058,0,2,3,1,0,2,0,3,7,3,3,0,0,1,0,1,0,2,2,1,3,1,1,0,5,3,1,1,1,2,0,1,4,5,0,6,2,3,3,0,5,1,1,2,2,0,2,3,1,2,0,0,0,0,0,3,2,0,3,2,1,4,1,2,0,1,2,2,4,0,2,2,2,5,3,10,6,1,3,6,2,9,4,5,11,8,6,5,5,3,0,5,5,6,3,8,4,32,19,39,33,123
91,1544,0.155331654072208,1.17273260913387,81,2,2,1,6,5,3,3,7,4,9,6,4,3,2,6,3,6,16,7,3,5,3,4,2,2,1,4,6,4,8,6,4,6,5,3,3,2,3,3,7,1,2,2,2,5,6,3,4,3,3,1,1,1,4,7,2,0,2,5,1,4,0,1,2,2,6,5,4,5,3,9,5,4,12,13,19,9,15,26,12,5,14,18,14,8,11,6,14,10,3,13,7,5,5,15,17,41,60,91,83,275
92,1241,0.151309408341416,0.45491351576571,103,2,1,2,3,1,3,2,10,1,3,5,2,3,3,9,2,3,7,3,1,3,0,2,3,3,1,2,7,2,7,5,4,9,0,0,2,4,2,2,0,2,1,2,1,2,4,5,0,2,0,0,1,3,2,5,3,1,0,1,2,4,1,3,0,1,2,1,1,1,3,11,4,3,6,15,9,8,14,11,5,7,11,16,9,8,4,4,11,2,4,10,2,7,4,4,15,35,43,60,51,189
93,1230,0.070048309178744,0.598477334439342,55,1,4,2,2,1,2,3,6,2,4,1,6,7,1,7,7,7,11,8,9,8,5,3,2,2,1,2,1,3,5,3,10,5,5,8,1,2,0,0,3,0,2,1,5,2,0,1,1,1,0,1,0,1,1,0,2,2,3,3,2,1,2,0,0,3,1,0,2,2,0,0,1,5,5,11,7,14,21,28,16,5,6,18,18,3,3,8,3,2,2,3,8,5,3,3,2,34,40,71,54,199
94,785,0.180616740088106,-0.234192813867723,27,1,3,1,1,2,1,3,0,9,9,11,7,7,5,4,2,3,2,4,7,3,5,3,2,4,3,7,3,6,3,3,4,2,3,2,1,2,1,1,2,2,3,1,1,5,3,3,0,1,0,0,1,2,2,2,4,0,1,4,5,1,1,3,2,2,8,3,2,2,0,2,0,4,4,4,29,19,9,13,11,9,16,10,7,4,5,5,11,1,3,8,5,7,7,13,4,44,44,53,67,208
95,1411,0.075381679389313,0.311349697092078,128,2,1,3,5,6,4,5,9,9,9,5,0,10,6,9,7,7,5,4,5,11,5,4,6,8,7,3,2,7,6,4,3,3,1,1,2,2,1,0,3,1,4,1,2,4,3,3,4,8,5,3,3,0,5,2,2,2,0,0,2,4,0,3,6,9,6,5,0,3,3,5,3,3,14,18,23,16,23,14,20,21,12,13,5,5,4,7,10,17,6,9,2,6,18,11,11,68,77,72,71,288
96,3057,0.0779065121853775,1.49814393146077,45,2,0,2,0,1,0,0,1,5,3,2,5,5,2,4,2,1,4,1,1,3,3,2,2,1,3,2,2,3,1,3,2,1,3,4,2,3,3,2,0,1,1,1,1,1,3,0,3,0,0,1,2,3,0,0,0,0,1,0,2,2,1,3,2,1,2,2,0,2,0,1,1,2,3,1,10,12,7,6,8,6,7,6,8,8,3,3,4,3,6,0,1,5,6,4,3,36,32,20,34,122
97,1185,0.0668498168498168,-1.23913954458315,44,0,0,0,3,3,2,1,1,3,5,8,1,9,5,5,4,6,3,3,2,3,2,2,2,2,0,3,1,1,2,7,1,2,0,2,2,3,1,1,1,3,0,5,3,5,3,9,7,4,1,4,6,4,4,1,2,3,6,1,6,0,1,2,1,2,3,3,0,2,3,5,4,0,6,4,16,15,15,8,7,4,5,10,4,6,5,8,17,12,14,7,10,7,5,6,10,44,50,43,64,201
98,1590,0.172897196261682,1.07702339668478,14,2,4,5,2,3,1,3,3,5,4,11,3,5,3,11,2,4,4,3,1,7,4,2,5,1,2,5,2,3,3,3,3,7,7,4,10,9,6,1,4,7,3,10,12,2,6,5,6,0,1,2,2,4,2,2,0,0,3,2,3,3,0,4,2,2,1,0,1,3,1,2,2,6,10,7,20,11,17,8,13,8,10,9,18,25,12,25,13,7,8,4,5,6,8,2,6,63,65,55,75,258
99,294,0,-1.63154731562441,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,1,0,1,1,0,1,3,1,1,2,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,1,3,1,0,2,2,0,3,3,0,0,0,4,2,1,2,2,5,2,2,1,0,2,1,1,4,1,0,4,3,6,8,15,14,43
100,1787,0.176046176046176,1.97668999370621,84,2,1,6,0,3,4,4,3,6,7,4,1,2,3,4,3,5,14,8,6,3,5,3,3,5,2,2,1,0,2,3,3,2,4,2,4,1,0,2,3,3,1,1,2,1,3,2,4,4,1,2,5,1,1,1,6,6,2,2,3,3,2,0,0,0,1,0,3,4,6,2,4,3,9,11,17,6,12,28,11,10,3,8,8,5,8,4,6,9,8,8,10,8,0,4,12,41,40,63,64,208
101,1065,0.0449574726609964,-0.138483601418635,66,0,1,1,1,4,0,5,7,5,2,3,2,2,1,1,6,6,6,1,4,2,1,2,2,4,0,0,2,4,1,0,1,2,5,0,2,2,2,0,0,1,1,2,1,4,2,2,2,0,0,0,2,3,1,3,3,5,1,2,3,2,0,1,0,0,3,1,0,0,1,3,1,1,6,12,10,5,13,11,5,6,6,2,7,6,1,4,8,2,5,7,8,5,1,4,4,25,32,40,42,139
102,359,0.246710526315789,-1.57412178815495,0,1,0,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,1,2,0,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,3,0,0,2,0,1,3,1,1,3,1,4,0,1,1,2,0,0,1,0,5,5,8,12,30
103,1171,0.297402597402597,1.08659431792969,38,1,4,2,1,2,4,1,2,0,0,2,2,1,1,2,7,2,7,2,3,1,6,1,1,2,1,1,0,1,1,3,3,2,3,4,0,4,1,3,2,2,2,1,2,2,3,2,4,1,0,1,1,5,3,3,3,2,4,6,6,0,1,1,2,1,2,4,4,4,1,1,1,5,5,7,2,4,11,12,8,4,2,7,9,5,7,5,7,5,7,9,12,7,4,10,6,30,36,50,44,160
104,1519,0.168224299065421,0.876034050541697,15,2,2,2,0,0,1,0,4,2,4,1,0,0,1,2,1,0,0,4,3,1,0,1,2,2,3,2,1,2,3,7,1,1,1,7,1,3,1,1,0,4,1,1,3,0,3,2,0,3,1,1,1,3,1,0,2,3,1,1,0,1,2,1,0,3,2,0,2,1,1,0,0,4,2,5,7,1,3,7,2,7,5,11,9,5,5,5,5,4,5,3,5,3,4,4,2,24,24,35,30,113
105,281,0.0151515151515152,-1.8421075830124,0,0,2,1,2,3,2,0,1,2,1,1,1,1,2,0,1,3,2,4,4,1,0,1,0,0,0,1,0,1,1,2,0,1,1,6,1,0,0,0,0,1,1,1,3,0,1,1,0,0,0,2,0,1,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,6,3,4,4,4,10,2,0,2,3,8,1,1,5,2,0,3,7,1,1,0,0,1,8,16,28,18,70
106,771,0.0453808752025932,-0.999866513460426,0,4,1,1,0,8,4,2,2,5,5,1,0,0,0,1,2,1,1,2,0,0,2,2,1,0,3,0,0,0,2,1,3,3,1,4,2,0,0,0,2,0,1,1,2,3,4,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,1,0,1,0,5,9,8,11,0,4,3,4,4,0,6,8,2,2,4,8,0,5,0,1,0,4,3,2,11,24,24,34,93
107,863,0.106591865357644,-0.17676728639827,0,0,1,3,2,3,1,3,2,4,2,3,6,0,1,1,4,3,2,4,1,1,1,0,1,3,1,2,2,3,2,2,2,0,1,2,0,0,0,4,2,2,1,4,3,3,6,1,6,0,0,3,0,1,2,1,5,1,2,2,1,5,1,4,2,1,0,3,1,3,0,1,0,1,8,6,9,7,8,7,2,5,7,6,3,0,8,8,10,6,4,8,5,7,7,4,4,26,42,39,33,140
108,1756,0.0902612826603325,1.46943116772604,68,2,1,3,3,1,2,1,0,1,1,2,0,3,0,1,1,3,3,1,4,2,0,4,1,2,0,3,0,0,1,2,0,0,6,2,2,1,0,3,3,3,2,1,3,1,2,0,0,0,1,0,0,0,1,2,1,1,1,2,2,0,2,2,2,1,1,3,2,3,1,1,0,3,7,3,4,3,5,8,6,3,3,3,8,3,9,6,3,1,0,4,4,4,5,6,5,17,29,30,30,106
109,1139,0.185227272727273,1.26844182158296,48,3,1,1,0,1,0,0,2,0,0,0,2,3,1,4,3,1,3,1,1,1,1,3,1,2,1,1,2,0,1,1,1,2,0,3,3,1,1,1,1,3,2,2,3,2,1,0,0,0,0,1,0,1,3,1,0,1,3,0,2,1,0,0,0,4,1,0,1,2,0,1,1,4,2,2,0,6,8,5,5,4,3,3,5,5,5,7,3,0,2,4,4,3,4,2,3,22,24,23,20,89
110,769,0.119047619047619,-0.645742427398801,55,0,1,1,0,0,1,0,3,1,3,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,3,0,0,1,0,0,1,2,2,0,1,2,1,1,2,0,1,2,0,0,2,0,0,0,2,2,0,1,1,1,1,2,0,0,0,0,0,1,0,2,2,1,1,0,1,1,1,4,4,0,2,0,3,0,3,1,3,3,4,3,2,2,4,2,4,0,1,4,2,6,15,14,18,53
111,1840,0.169547872340426,1.27801274282787,118,1,1,3,5,1,1,0,1,2,2,4,1,0,1,2,3,3,1,4,1,3,3,1,4,1,1,2,0,2,1,3,2,3,2,1,1,1,4,1,5,1,1,1,1,1,0,0,0,0,1,0,2,3,2,2,1,0,1,1,5,0,1,1,2,2,1,2,3,1,4,5,0,2,9,2,8,2,8,6,7,6,4,6,6,6,7,3,1,1,5,5,2,6,5,6,10,23,38,28,34,123
112,1271,0.202327663384064,0.742041153112974,139,1,1,0,5,0,0,2,2,1,2,0,1,0,0,0,1,1,9,0,1,2,2,1,1,1,2,1,1,0,0,1,0,0,0,2,2,0,1,1,0,0,1,7,3,3,2,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,2,3,1,1,2,5,4,3,1,2,10,5,4,2,1,2,3,1,11,5,3,1,1,3,1,2,2,6,14,13,29,24,80
113,1191,0.141450313339302,0.0720766659693585,15,1,1,0,2,1,2,1,0,1,1,2,0,1,0,0,1,1,0,1,3,2,2,2,2,0,0,1,1,0,2,0,1,0,1,1,2,0,0,1,0,1,0,1,1,2,1,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,1,1,2,1,1,2,3,3,4,1,2,4,6,2,2,3,2,2,2,2,4,2,2,0,1,4,1,1,4,13,12,13,21,59
114,743,0,-0.540462293704804,34,1,0,1,4,0,0,0,0,1,1,0,0,1,0,2,0,0,4,3,0,0,2,2,0,0,1,1,0,0,1,1,1,0,0,2,1,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,2,1,2,7,4,1,1,3,2,5,1,0,2,0,1,1,2,0,0,0,0,8,10,11,12,41
115,808,0,-0.0810580739491822,42,0,0,3,2,0,0,0,0,1,2,1,0,3,0,0,8,2,1,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,3,0,1,0,0,0,1,0,2,0,1,2,0,0,0,0,5,0,4,3,10,7,2,0,0,0,0,1,1,1,1,2,1,3,4,1,1,3,2,7,18,14,13,52
116,1745,0.101858224363386,2.05325736366548,64,0,0,4,1,0,0,0,4,1,2,4,1,1,1,2,2,1,2,1,1,3,1,3,0,2,1,0,1,0,3,1,1,1,0,0,2,0,0,0,2,0,1,2,3,5,8,2,3,0,0,0,1,2,1,1,0,0,2,1,1,1,1,0,1,0,1,1,0,0,4,1,2,0,5,4,7,3,5,4,7,3,1,5,1,2,2,6,15,3,3,2,3,3,1,2,5,14,17,23,38,92
117,766,0.069204152249135,-0.396898475031172,61,2,1,2,0,1,2,0,0,2,0,4,0,0,0,2,0,3,0,0,2,2,2,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,4,2,1,1,1,0,1,0,1,3,3,0,0,1,0,1,1,0,0,2,1,0,0,1,0,1,0,2,0,3,3,2,6,0,5,2,7,1,0,1,1,2,1,4,4,2,4,3,2,1,3,1,3,9,16,13,23,61
118,566,0.0451745379876797,-1.01900835595024,0,2,1,1,1,2,0,3,0,0,0,2,0,2,0,1,1,2,1,0,1,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,2,0,1,2,0,3,1,0,0,0,1,0,1,0,1,1,1,2,0,1,1,1,0,0,2,1,0,2,0,1,0,1,0,0,3,4,3,2,2,4,2,2,1,2,1,0,1,3,5,1,1,2,4,2,1,3,3,1,9,18,18,8,53
